,time,title,url,content
65,2023-08-09T05:22:22+0200,"Regels referenda Ohio niet veranderd, overwinning pro-abortus-organisaties",https://nos.nl//artikel/2485970-regels-referenda-ohio-niet-veranderd-overwinning-pro-abortus-organisaties,Buitenland
579,2023-07-21T22:24:45+0200,Biden draagt eerste vrouwelijke admiraal voor als bevelhebber marine,https://nos.nl//artikel/2483714-biden-draagt-eerste-vrouwelijke-admiraal-voor-als-bevelhebber-marine,Buitenland
618,2023-08-25T17:29:46+0200,"Van der Staaij heeft omstreden standpunten, maar iedereen loopt met hem weg",https://nos.nl//artikel/2487978-van-der-staaij-heeft-omstreden-standpunten-maar-iedereen-loopt-met-hem-weg,Op weg naar TK2023
527,2023-08-17T21:50:00+0200,Stijgende sterftecijfers onder zwarte moeders VS: 'Niet serieus genomen',https://nos.nl//artikel/2486982-stijgende-sterftecijfers-onder-zwarte-moeders-vs-niet-serieus-genomen,Buitenland
207,2023-08-17T21:50:00+0200,Stijgende sterftecijfers onder zwarte moeders VS: 'Niet serieus genomen',https://nos.nl//artikel/2486982-stijgende-sterftecijfers-onder-zwarte-moeders-vs-niet-serieus-genomen,Buitenland
226,2023-08-08T23:05:23+0200,Referendum Ohio gaat toekomst abortusrechten bepalen,https://nos.nl//artikel/2485959-referendum-ohio-gaat-toekomst-abortusrechten-bepalen,Buitenland
389,2023-07-13T20:48:39+0200,Amerikaanse vrouwen hoeven niet meer naar de dokter voor een anticonceptiepil,https://nos.nl//artikel/2482705-amerikaanse-vrouwen-hoeven-niet-meer-naar-de-dokter-voor-een-anticonceptiepil,Buitenland
529,2023-07-13T20:48:39+0200,Amerikaanse vrouwen hoeven niet meer naar de dokter voor een anticonceptiepil,https://nos.nl//artikel/2482705-amerikaanse-vrouwen-hoeven-niet-meer-naar-de-dokter-voor-een-anticonceptiepil,Buitenland
315,2023-09-17T21:41:36+0200,Toneelprijzen Theo d'Or en Louis d'Or voor Mariana Aparicio en Eelco Smits,https://nos.nl//artikel/2490860-toneelprijzen-theo-d-or-en-louis-d-or-voor-mariana-aparicio-en-eelco-smits,Binnenland
2,2023-10-12T20:11:23+0200,Aantal abortussen vorig jaar flink gestegen,https://nos.nl//artikel/2493865-aantal-abortussen-vorig-jaar-flink-gestegen,Binnenland
113,2023-11-03T23:04:17+0100,ChristenUnie schippert tussen principes en macht,https://nos.nl//nieuwsuur/artikel/2496542-christenunie-schippert-tussen-principes-en-macht,Lijsttrekkers 2023
578,2023-08-25T17:29:46+0200,"Van der Staaij heeft omstreden standpunten, maar iedereen loopt met hem weg",https://nos.nl//artikel/2487978-van-der-staaij-heeft-omstreden-standpunten-maar-iedereen-loopt-met-hem-weg,Op weg naar TK2023
404,2023-09-07T02:49:47+0200,Hoogste hof Mexico bekrachtigt recht op abortus ,https://nos.nl//artikel/2489520-hoogste-hof-mexico-bekrachtigt-recht-op-abortus,Buitenland
511,2023-09-29T11:44:55+0200,"SGP: kwetsbaar leven, familie en veiligheid speerpunten",https://nos.nl//artikel/2492262-sgp-kwetsbaar-leven-familie-en-veiligheid-speerpunten,Politiek
116,2023-10-22T15:41:45+0200,Rechtse econoom blikvanger bij belangrijkste verkiezingen in jaren in Argentinië,https://nos.nl//artikel/2494960-rechtse-econoom-blikvanger-bij-belangrijkste-verkiezingen-in-jaren-in-argentinie,Buitenland
616,2023-10-22T15:41:45+0200,Rechtse econoom blikvanger bij belangrijkste verkiezingen in jaren in Argentinië,https://nos.nl//artikel/2494960-rechtse-econoom-blikvanger-bij-belangrijkste-verkiezingen-in-jaren-in-argentinie,Buitenland
401,2023-10-13T23:25:30+0200,Met vrouwenrechten als splijtzwam gaat Polen de verkiezingen in,https://nos.nl//artikel/2494020-met-vrouwenrechten-als-splijtzwam-gaat-polen-de-verkiezingen-in,Buitenland
406,2023-08-08T23:05:23+0200,Referendum Ohio gaat toekomst abortusrechten bepalen,https://nos.nl//artikel/2485959-referendum-ohio-gaat-toekomst-abortusrechten-bepalen,Buitenland
251,2023-09-29T11:44:55+0200,"SGP: kwetsbaar leven, familie en veiligheid speerpunten",https://nos.nl//artikel/2492262-sgp-kwetsbaar-leven-familie-en-veiligheid-speerpunten,Politiek
20,2023-10-23T15:33:23+0200,"Podcast De Dag: Mike Johnson is onbekend, christen en trumpist",https://nos.nl//artikel/2495085-podcast-de-dag-mike-johnson-is-onbekend-christen-en-trumpist,Buitenland
187,2023-08-17T21:50:00+0200,Stijgende sterftecijfers onder zwarte moeders VS: 'Niet serieus genomen',https://nos.nl//artikel/2486982-stijgende-sterftecijfers-onder-zwarte-moeders-vs-niet-serieus-genomen,Buitenland
549,2023-07-13T20:48:39+0200,Amerikaanse vrouwen hoeven niet meer naar de dokter voor een anticonceptiepil,https://nos.nl//artikel/2482705-amerikaanse-vrouwen-hoeven-niet-meer-naar-de-dokter-voor-een-anticonceptiepil,Buitenland
631,2023-09-29T11:44:55+0200,"SGP: kwetsbaar leven, familie en veiligheid speerpunten",https://nos.nl//artikel/2492262-sgp-kwetsbaar-leven-familie-en-veiligheid-speerpunten,Politiek
135,2023-09-17T21:41:36+0200,Toneelprijzen Theo d'Or en Louis d'Or voor Mariana Aparicio en Eelco Smits,https://nos.nl//artikel/2490860-toneelprijzen-theo-d-or-en-louis-d-or-voor-mariana-aparicio-en-eelco-smits,Binnenland
469,2023-07-13T20:48:39+0200,Amerikaanse vrouwen hoeven niet meer naar de dokter voor een anticonceptiepil,https://nos.nl//artikel/2482705-amerikaanse-vrouwen-hoeven-niet-meer-naar-de-dokter-voor-een-anticonceptiepil,Buitenland
504,2023-09-07T02:49:47+0200,Hoogste hof Mexico bekrachtigt recht op abortus ,https://nos.nl//artikel/2489520-hoogste-hof-mexico-bekrachtigt-recht-op-abortus,Buitenland
562,2023-10-12T20:11:23+0200,Aantal abortussen vorig jaar flink gestegen,https://nos.nl//artikel/2493865-aantal-abortussen-vorig-jaar-flink-gestegen,Binnenland
596,2023-10-22T15:41:45+0200,Rechtse econoom blikvanger bij belangrijkste verkiezingen in jaren in Argentinië,https://nos.nl//artikel/2494960-rechtse-econoom-blikvanger-bij-belangrijkste-verkiezingen-in-jaren-in-argentinie,Buitenland
449,2023-07-13T20:48:39+0200,Amerikaanse vrouwen hoeven niet meer naar de dokter voor een anticonceptiepil,https://nos.nl//artikel/2482705-amerikaanse-vrouwen-hoeven-niet-meer-naar-de-dokter-voor-een-anticonceptiepil,Buitenland
664,2023-09-07T02:49:47+0200,Hoogste hof Mexico bekrachtigt recht op abortus ,https://nos.nl//artikel/2489520-hoogste-hof-mexico-bekrachtigt-recht-op-abortus,Buitenland
324,2023-09-07T02:49:47+0200,Hoogste hof Mexico bekrachtigt recht op abortus ,https://nos.nl//artikel/2489520-hoogste-hof-mexico-bekrachtigt-recht-op-abortus,Buitenland
90,2023-10-19T13:14:26+0200,"Belangrijkste mensenrechtenprijs EU postuum naar Mahsa Amini, spil Iraanse protesten",https://nos.nl//artikel/2494631-belangrijkste-mensenrechtenprijs-eu-postuum-naar-mahsa-amini-spil-iraanse-protesten,Buitenland
52,2023-10-23T03:47:29+0200,"Nog geen nieuwe president Argentinië, tweede stemronde in november nodig ",https://nos.nl//artikel/2495031-nog-geen-nieuwe-president-argentinie-tweede-stemronde-in-november-nodig,Buitenland
495,2023-09-17T21:41:36+0200,Toneelprijzen Theo d'Or en Louis d'Or voor Mariana Aparicio en Eelco Smits,https://nos.nl//artikel/2490860-toneelprijzen-theo-d-or-en-louis-d-or-voor-mariana-aparicio-en-eelco-smits,Binnenland
305,2023-08-09T05:22:22+0200,"Regels referenda Ohio niet veranderd, overwinning pro-abortus-organisaties",https://nos.nl//artikel/2485970-regels-referenda-ohio-niet-veranderd-overwinning-pro-abortus-organisaties,Buitenland
104,2023-09-07T02:49:47+0200,Hoogste hof Mexico bekrachtigt recht op abortus ,https://nos.nl//artikel/2489520-hoogste-hof-mexico-bekrachtigt-recht-op-abortus,Buitenland
237,2023-08-09T06:56:06+0200,Wekdienst 9/8: Kwartaalcijfers ABN Amro en Ahold • Laatste dag WK baanwielrennen,https://nos.nl//artikel/2485974-wekdienst-9-8-kwartaalcijfers-abn-amro-en-ahold-laatste-dag-wk-baanwielrennen,Binnenland
456,2023-10-22T15:41:45+0200,Rechtse econoom blikvanger bij belangrijkste verkiezingen in jaren in Argentinië,https://nos.nl//artikel/2494960-rechtse-econoom-blikvanger-bij-belangrijkste-verkiezingen-in-jaren-in-argentinie,Buitenland
118,2023-08-25T17:29:46+0200,"Van der Staaij heeft omstreden standpunten, maar iedereen loopt met hem weg",https://nos.nl//artikel/2487978-van-der-staaij-heeft-omstreden-standpunten-maar-iedereen-loopt-met-hem-weg,Op weg naar TK2023
129,2023-07-13T20:48:39+0200,Amerikaanse vrouwen hoeven niet meer naar de dokter voor een anticonceptiepil,https://nos.nl//artikel/2482705-amerikaanse-vrouwen-hoeven-niet-meer-naar-de-dokter-voor-een-anticonceptiepil,Buitenland
542,2023-10-12T20:11:23+0200,Aantal abortussen vorig jaar flink gestegen,https://nos.nl//artikel/2493865-aantal-abortussen-vorig-jaar-flink-gestegen,Binnenland
474,2023-09-07T06:57:03+0200,Wekdienst 7/9: Enquêtecommissie hoort Rutte • Benefietavond Trump voor Giuliani,https://nos.nl//artikel/2489526-wekdienst-7-9-enquetecommissie-hoort-rutte-benefietavond-trump-voor-giuliani,Binnenland
399,2023-07-21T22:24:45+0200,Biden draagt eerste vrouwelijke admiraal voor als bevelhebber marine,https://nos.nl//artikel/2483714-biden-draagt-eerste-vrouwelijke-admiraal-voor-als-bevelhebber-marine,Buitenland
40,2023-10-23T15:33:23+0200,"Podcast De Dag: Mike Johnson is onbekend, christen en trumpist",https://nos.nl//artikel/2495085-podcast-de-dag-mike-johnson-is-onbekend-christen-en-trumpist,Buitenland
371,2023-09-29T11:44:55+0200,"SGP: kwetsbaar leven, familie en veiligheid speerpunten",https://nos.nl//artikel/2492262-sgp-kwetsbaar-leven-familie-en-veiligheid-speerpunten,Politiek
227,2023-08-17T21:50:00+0200,Stijgende sterftecijfers onder zwarte moeders VS: 'Niet serieus genomen',https://nos.nl//artikel/2486982-stijgende-sterftecijfers-onder-zwarte-moeders-vs-niet-serieus-genomen,Buitenland
272,2023-10-23T03:47:29+0200,"Nog geen nieuwe president Argentinië, tweede stemronde in november nodig ",https://nos.nl//artikel/2495031-nog-geen-nieuwe-president-argentinie-tweede-stemronde-in-november-nodig,Buitenland
246,2023-08-08T23:05:23+0200,Referendum Ohio gaat toekomst abortusrechten bepalen,https://nos.nl//artikel/2485959-referendum-ohio-gaat-toekomst-abortusrechten-bepalen,Buitenland
274,2023-09-07T06:57:03+0200,Wekdienst 7/9: Enquêtecommissie hoort Rutte • Benefietavond Trump voor Giuliani,https://nos.nl//artikel/2489526-wekdienst-7-9-enquetecommissie-hoort-rutte-benefietavond-trump-voor-giuliani,Binnenland
380,2023-10-23T15:33:23+0200,"Podcast De Dag: Mike Johnson is onbekend, christen en trumpist",https://nos.nl//artikel/2495085-podcast-de-dag-mike-johnson-is-onbekend-christen-en-trumpist,Buitenland
418,2023-08-25T17:29:46+0200,"Van der Staaij heeft omstreden standpunten, maar iedereen loopt met hem weg",https://nos.nl//artikel/2487978-van-der-staaij-heeft-omstreden-standpunten-maar-iedereen-loopt-met-hem-weg,Op weg naar TK2023
