,section,time,title,url
290,US news,2022-09-02T03:18:15Z,Five key takeaways from Biden’s speech on the threat to democracy,https://www.theguardian.com/us-news/2022/sep/01/joe-biden-democracy-speech-trump-key-takeaways
533,Stage,2022-08-26T13:00:30Z,How to say the unsayable: the comics tackling anti-‘woke’ trolling,https://www.theguardian.com/stage/2022/aug/26/anti-woke-comedians-erika-ehler-hannah-fairweather-jerry-sadowitz-edinburgh-fringe
366,UK news,2022-08-21T13:59:20Z,Royal with attitude? Duchess of Kent admits to being Ice Cube fan,https://www.theguardian.com/uk-news/2022/aug/21/duchess-of-kent-ice-cube-fan
53,Australia news,2022-06-26T08:00:38Z,Australian politicians respond to US abortion decision – as it happened,https://www.theguardian.com/australia-news/live/2022/jun/26/australia-news-live-updates-daniel-andrews-defends-new-ministers-federal-crossbenchers-livid-live
227,Opinion,2022-06-24T14:18:43Z,Roe v Wade has been overturned. Here’s what this will mean | Moira Donegan,https://www.theguardian.com/commentisfree/2022/jun/24/overturning-roe-story-is-women-unfreedom
577,Politics,2022-09-07T21:47:17Z,As it happened: White House issues trade warning over Northern Ireland protocol,https://www.theguardian.com/politics/live/2022/sep/07/liz-truss-cabinet-news-pm-therese-coffey-uk-politics-live
598,Australia news,2022-08-04T09:14:38Z,Penny Wong warns against ‘miscalculation’ as China-Taiwan tensions escalate – as it happened,https://www.theguardian.com/australia-news/live/2022/aug/04/climate-bill-emissions-targets-labor-greens-housing-economy-covid-cases-hospitalisation-indigenous-australians-voice
154,US news,2022-08-25T17:14:48Z,Slew of trigger laws kick in as three more US states ban abortions,https://www.theguardian.com/us-news/2022/aug/25/us-abortion-trigger-bans-laws-tennessee-texas-idaho
251,US news,2022-08-24T02:34:21Z,Florida: Charlie Crist wins Democratic primary to challenge Ron DeSantis,https://www.theguardian.com/us-news/2022/aug/23/florida-charlie-crist-wins-ron-desantis-democratic-primary
275,Opinion,2022-06-27T10:16:09Z,We Americans are dancing on the Titanic. Our iceberg is not far away | Francine Prose,https://www.theguardian.com/commentisfree/2022/jun/27/we-americans-are-dancing-on-the-titanic-our-iceberg-is-not-far-away
158,US news,2022-08-22T06:00:30Z,‘The world flipped upside down’: will end of Roe galvanize Democrats’ base in midterms? ,https://www.theguardian.com/us-news/2022/aug/22/democrats-abortion-rights-midterms-november
271,US news,2022-08-26T20:59:03Z,Trump search affidavit reveals potential for ‘evidence of obstruction’ at Mar-a-Lago – as it happened,https://www.theguardian.com/us-news/live/2022/aug/26/trump-affidavit-fbi-biden-abortion-student-loan-latest-updates
44,Opinion,2022-07-30T13:00:26Z,"Yes, Republicans really did try to make abortion punishable by death | Arwa Mahdawi",https://www.theguardian.com/commentisfree/2022/jul/30/republicans-abortion-punishable-by-death
589,Life and style,2022-08-06T06:00:08Z,Tom Daley on his LGBTQ+ awakening: ‘I had my head in my hands. I felt so dark about being British’,https://www.theguardian.com/lifeandstyle/2022/aug/06/tom-daley-lgbtq-awakening-gay-rights-british-commonwealth-documentary
113,Australia news,2022-08-02T17:30:05Z,Moira Deeming pictured alongside Liberal colleague at anti-abortion Zoom meeting during Melbourne lockdown,https://www.theguardian.com/australia-news/2022/aug/03/moira-deeming-pictured-alongside-liberal-colleague-at-anti-abortion-zoom-meeting-during-melbourne-lockdown
444,US news,2022-09-21T06:00:21Z,Biden declared victory over big pharma – but is it enough to sway senior voters?,https://www.theguardian.com/us-news/2022/sep/21/biden-big-pharma-senior-voters-midterms
211,US news,2022-06-25T06:00:07Z,Democrats hope to tap anger over Roe in November midterms – will it work?,https://www.theguardian.com/us-news/2022/jun/25/democrats-abortion-roe-v-wade-november-midterms
108,US news,2022-07-30T01:38:16Z,"‘What about my life?’ West Virginia girl, 12, speaks out against anti-abortion bill ",https://www.theguardian.com/us-news/2022/jul/28/west-virginia-girl-12-speaks-out-against-anti-abortion-bill
320,US news,2022-09-09T20:00:43Z,DoJ bids to regain access to classified documents seized in Trump search – as it happened,https://www.theguardian.com/us-news/live/2022/sep/09/trump-classified-documents-special-master-biden-ohio-chips-latest-updates
169,World news,2022-09-18T07:00:07Z,‘I can’t stay silent’: Roe reversal powers new generation to sign up and vote,https://www.theguardian.com/world/2022/sep/18/roe-v-wade-abortion-us-politics-november-midterms
79,Books,2022-07-15T09:01:28Z,A complicated story: why we need nuanced depictions of abortion in books,https://www.theguardian.com/books/2022/jul/15/a-complicated-story-why-we-need-nuanced-depictions-of-abortion-in-books
50,US news,2022-07-27T22:03:19Z,Indiana investigates abortion doctor who treated 10-year-old rape victim ,https://www.theguardian.com/us-news/2022/jul/27/indiana-investigates-abortion-doctor-10-year-old-rape-victim
84,World news,2022-08-01T15:42:16Z,‘I’m not a radical’: Kansas split ahead of critical post-Roe abortion vote,https://www.theguardian.com/world/2022/aug/01/kansas-abortion-vote-value-them-both-amendment
8,US news,2022-08-24T17:27:23Z,Democrats’ hopes rise for midterms amid backlash over abortion access,https://www.theguardian.com/us-news/2022/aug/24/democrats-midterms-abortion-pat-ryan
32,World news,2022-06-25T09:00:10Z,My state just banned abortion. What are my options? ,https://www.theguardian.com/world/2022/jun/25/abortion-ban-options-travel-pills-financial-legal-help
99,World news,2022-08-15T15:13:03Z,"‘More vocal, more aggressive’: calls grow for protest buffer zone at Bournemouth abortion clinic",https://www.theguardian.com/world/2022/aug/15/bournemouth-abortion-clinic-seeks-protest-buffer-zone
109,Global development,2022-06-24T16:30:39Z,‘Blood on their hands’: world’s medics condemn US overturn of abortion rights,https://www.theguardian.com/global-development/2022/jun/24/worlds-medics-condemn-us-overturn-abortion-rights
136,US news,2022-07-02T10:00:42Z,‘Police may be at your hospital bed’: an abortion rights activist on post-Roe criminalization,https://www.theguardian.com/us-news/2022/jul/02/renee-bracey-sherman-abortion-rights-activist-roe-v-wade
330,Stage,2022-09-14T08:31:52Z,Shakers: Under New Management review – zero-hours Godber spikes the punch,https://www.theguardian.com/stage/2022/sep/14/shakers-under-new-management-review-theatre-royal-wakefield-john-godber
222,Opinion,2022-06-30T10:20:36Z,The Roe ruling is not about states’ rights. It’s about power and control | Derecka Purnell,https://www.theguardian.com/commentisfree/2022/jun/29/roe-v-wade-dobbs-abortion-ruling-states-power-control
28,US news,2022-09-16T19:34:29Z,California governor’s ad campaign offers help to women in anti-abortion states,https://www.theguardian.com/us-news/2022/sep/16/california-governor-gavin-newsom-ads-abortion
287,US news,2022-08-23T15:20:43Z,Florida governor Ron DeSantis attacks media in ‘Top Gun’ campaign ad,https://www.theguardian.com/us-news/2022/aug/23/florida-governor-ron-desantis-top-gun-republicans
522,Australia news,2022-07-21T17:30:38Z,"Federal Icac to cover private contractors working for government, attorney general says",https://www.theguardian.com/australia-news/2022/jul/22/federal-icac-to-cover-private-contractors-working-for-government-attorney-general-says
55,Global development,2022-07-03T10:30:12Z,"Canada should focus on abortion access not legislation, advocates say",https://www.theguardian.com/global-development/2022/jul/03/canada-abortion-access-legislation
156,US news,2022-07-14T14:03:27Z,Man charged with rape of 10-year-old who had abortion after rightwing media called story ‘not true’,https://www.theguardian.com/us-news/2022/jul/14/man-charged-10-year-old-abortion-rightwing-media-indiana-ohio
526,Opinion,2022-09-07T10:20:02Z,The Democrats’ best message for the midterms: democracy is in grave peril | Osita Nwanevu,https://www.theguardian.com/commentisfree/2022/sep/07/democrats-midterms-democracy-republicans
537,World news,2022-09-16T20:00:27Z,"‘Honey-child, listen to me’: a radical Buddhist nun on how to be happy in a crazy world",https://www.theguardian.com/world/2022/sep/17/honey-child-listen-to-me-a-radical-buddhist-nun-on-how-to-be-happy-in-a-crazy-world
310,US news,2022-07-25T20:16:41Z,Judge blocks Georgia DA from investigating ‘fake elector’ in setback for Trump inquiry – as it happened,https://www.theguardian.com/us-news/live/2022/jul/25/us-economy-closer-to-recession-congress-recess-biden-agenda-covid-latest-updates
48,US news,2022-06-30T15:57:23Z,Biden backs exception to Senate filibuster to protect abortion access,https://www.theguardian.com/us-news/2022/jun/30/filibuster-abortion-vote-exception-joe-biden
83,World news,2022-07-21T17:30:39Z,"Medicare reforms are essential for creating fairer national abortion system, say advocates",https://www.theguardian.com/world/2022/jul/22/medicare-reforms-are-essential-for-creating-fairer-national-abortion-system-say-advocates
491,US news,2022-09-06T20:04:08Z,Trump’s Mar-a-Lago legal victory starts search for special master – as it happened,https://www.theguardian.com/us-news/live/2022/sep/06/trump-special-master-judge-documents-biden-campaign-latest-updates
33,World news,2022-06-25T03:58:12Z,World leaders condemn US abortion ruling as ‘backwards step’,https://www.theguardian.com/world/2022/jun/25/world-leaders-condemn-us-abortion-ruling-as-backwards-step
35,US news,2022-09-23T08:00:29Z,DeSantis to face trial for suspension of prosecutor who defied abortion ban law,https://www.theguardian.com/us-news/2022/sep/23/ron-desantis-andrew-warren-abortion-ban-lawsuit-trial
331,Opinion,2022-06-27T06:25:04Z,Republicans have hijacked the US supreme court. It’s time to expand it | David Daley,https://www.theguardian.com/commentisfree/2022/jun/27/us-supreme-court-abortion-roe-v-wade-justices-expansion
63,US news,2022-08-03T02:28:14Z,"Abortion access, Trump’s sway and US democracy hang in balance in primaries",https://www.theguardian.com/us-news/2022/aug/02/primaries-abortion-trump-arizona-missouri-michigan-kansas-washington-races
413,Opinion,2022-09-22T12:15:01Z,"To survive, unionism now has to be inclusive of Northern Ireland’s Catholics | Malachi O'Doherty",https://www.theguardian.com/commentisfree/2022/sep/22/unionism-northern-ireland-catholic-majority-protestant-unionism
384,US news,2022-08-21T13:37:44Z,Alarm over Texas law forcing schools to display ‘In God We Trust’ signs,https://www.theguardian.com/us-news/2022/aug/21/texas-in-god-we-trust-posters-law
530,Australia news,2022-07-07T21:12:05Z,"Morning mail: Boris Johnson resigns, Penny Wong to meet Chinese minister, tissue shortage",https://www.theguardian.com/australia-news/2022/jul/08/morning-mail-boris-johnson-resigns-penny-wong-to-meet-chinese-minister-tissue-shortage
322,Australia news,2022-08-07T22:28:56Z,"Melbourne’s western suburbs need real solutions, not an anti-trans culture war | Antoun Issa",https://www.theguardian.com/australia-news/commentisfree/2022/aug/08/melbournes-western-suburbs-need-real-solutions-not-an-anti-trans-culture-war
372,Australia news,2022-07-29T08:44:16Z,Queensland Health to review medical costs for sexual assault victims by end of year,https://www.theguardian.com/australia-news/2022/jul/29/queensland-health-to-review-medical-costs-for-sexual-assault-victims-by-end-of-year
428,World news,2022-09-01T14:44:18Z,"China’s treatment of Uyghurs may be crime against humanity, says UN human rights chief",https://www.theguardian.com/world/2022/aug/31/china-uyghur-muslims-xinjiang-michelle-bachelet-un
234,World news,2022-06-24T20:46:22Z,‘Outrage and action’: protesters young and old gather outside supreme court,https://www.theguardian.com/world/2022/jun/24/demonstrators-supreme-court-protest-dobbs-decision
412,US news,2022-07-31T09:00:50Z,Lucas Kunce: ‘Populism is about everyday people coming together’,https://www.theguardian.com/us-news/2022/jul/31/lucas-kunce-populism-missouri-senate-democrat-primary
596,Politics,2022-08-17T15:55:25Z,"Liz Truss’s plan for cost of living crisis would lead to ‘moral failure’, says Rishi Sunak – as it happened",https://www.theguardian.com/politics/live/2022/aug/17/labour-british-workers-liz-truss-rishi-sunak-tory-leadership-race-belfast-hustings-uk-politics-live
343,Music,2022-06-25T19:14:13Z,‘So many women are going to die’: Olivia Rodrigo lambasts Roe v Wade decision at Glastonbury,https://www.theguardian.com/music/2022/jun/25/so-many-women-are-going-to-die-olivia-rodrigo-lambasts-roe-vs-wade-decision-at-glastonbury
45,US news,2022-07-12T09:00:24Z,US employers’ support for workers’ abortion care leaves serious gaps,https://www.theguardian.com/us-news/2022/jul/12/abortion-us-employers-support-workers-serious-gaps
424,US news,2022-08-23T05:00:04Z,Florida voters head to primary polls as Democrats look to break losing streak,https://www.theguardian.com/us-news/2022/aug/23/florida-primaries-voters-republicans-democrats
303,Opinion,2022-07-02T13:00:47Z,Florida’s ‘don’t say gay’ law may sound vague – but its purpose is clear | Arwa Mahdawi,https://www.theguardian.com/commentisfree/2022/jul/02/dont-say-gay-florida-week-in-patriarchy
527,Games,2022-07-12T11:02:07Z,Pushing Buttons: Is it game over for gaming’s pandemic boom?,https://www.theguardian.com/games/2022/jul/12/pushing-buttons-is-it-game-over-for-gaming-pandemic-boom
177,US news,2022-07-02T08:00:39Z,The week the supreme court reshaped America: ‘We’re being hurled back decades’,https://www.theguardian.com/us-news/2022/jul/02/us-supreme-court-abortion-guns-america
219,World news,2022-06-27T05:16:03Z,Monday briefing: How the end of Roe v Wade has already transformed America,https://www.theguardian.com/world/2022/jun/27/first-edition-roe-wade
519,World news,2022-07-22T19:00:17Z,National’s plan for New Zealand’s inflation crisis is merely tax cuts for the wealthy,https://www.theguardian.com/world/commentisfree/2022/jul/23/nationals-plan-for-new-zealands-inflation-crisis-is-merely-tax-cuts-for-the-wealthy
296,Opinion,2022-07-03T10:26:11Z,Women’s rights have suffered a grim setback. But history is still on our side | Rebecca Solnit,https://www.theguardian.com/commentisfree/2022/jul/03/abortion-roe-v-wade-womens-rights-rebecca-solnit
21,World news,2022-07-30T18:00:32Z,Pregnant woman shocked after GP ‘gave her anti-abortion leaflet’,https://www.theguardian.com/world/2022/jul/30/pregnant-woman-shocked-gp-anti-abortion-leaflet-society-protection-unborn-children-spuc
248,US news,2022-09-14T20:04:47Z,Biden touts efforts to boost electric vehicles at Detroit auto show – as it happened,https://www.theguardian.com/us-news/live/2022/sep/14/trump-special-master-jan-6-committee-next-hearing-biden-detroit-politics-latest
587,Life and style,2022-07-25T08:00:30Z,They used her eggs to have a baby. Now they’re one big family ,https://www.theguardian.com/lifeandstyle/2022/jul/25/egg-donation-infertility-open-blended-families-ivf
420,Australia news,2022-06-30T21:10:57Z,"Morning mail: Pacific islands may pull troubled Australian boats, Ukraine retakes Snake Island, carbon credit review",https://www.theguardian.com/australia-news/2022/jul/01/morning-mail-pacific-islands-may-pull-troubled-australian-boats-ukraine-retakes-snake-island-carbon-credit-review
325,News,2022-07-11T20:00:08Z,Corrections and clarifications,https://www.theguardian.com/news/2022/jul/11/corrections-and-clarifications
309,US news,2022-06-27T20:01:13Z,US supreme court rules in favor of high school football coach over on-field prayers – as it happened,https://www.theguardian.com/us-news/live/2022/jun/27/biden-roe-v-wade-supreme-court-decisions-midterms-live-latest
199,Australia news,2022-06-26T20:57:45Z,"Morning mail: fury over US supreme court ruling, census data due, mystery nightclub deaths",https://www.theguardian.com/australia-news/2022/jun/27/morning-mail-fury-over-us-supreme-court-ruling-census-data-due-mystery-nightclub-deaths
137,Opinion,2022-07-02T08:00:40Z,I reject the US abortion ruling. I vow to defend the sovereignty of women’s bodies | V (formerly Eve Ensler),https://www.theguardian.com/us-news/2022/jul/02/multitudes-us-decision-abortion-supreme-court-women-revolt-questions
24,US news,2022-08-02T19:00:49Z,Justice department sues Idaho over state’s near-total abortion ban,https://www.theguardian.com/us-news/2022/aug/02/idaho-abortion-ban-justice-department-sues
399,Politics,2022-09-06T18:32:51Z,Thérèse Coffey: convivial pragmatist inherits health service in crisis,https://www.theguardian.com/politics/2022/sep/06/therese-coffey-convivial-pragmatist-inherits-health-service-in-crisis
443,World news,2022-09-06T10:31:47Z,Brazil braces for turbulence on eve of Bolsonaro’s independence day rallies,https://www.theguardian.com/world/2022/sep/06/brazil-bolsonaro-independence-day-rallies
184,Opinion,2022-06-26T05:30:34Z,The Observer view on Donald Trump’s influence on Roe v Wade ruling | Observer editorial,https://www.theguardian.com/commentisfree/2022/jun/26/observer-view-donald-trump-influence-roe-v-wade-abortion-ban
205,World news,2022-08-17T08:00:10Z,"How private is your period-tracking app? Not very, study reveals",https://www.theguardian.com/world/2022/aug/17/pregnancy-period-tracking-apps-privacy
134,Law,2022-06-24T23:25:59Z,‘Abortion returns to the states’: US attorneys general react to Roe v Wade ruling,https://www.theguardian.com/law/2022/jun/24/us-attorneys-general-react-supreme-court-ruling
299,From the Observer,2022-07-03T05:00:05Z,We desperately need more hospital beds | Letters,https://www.theguardian.com/theobserver/commentisfree/2022/jul/03/letters-we-desperately-need-more-hospital-beds
116,US news,2022-06-27T10:00:10Z,California abortion clinics braced for out-of-state surge as bans kick in,https://www.theguardian.com/us-news/2022/jun/27/california-abortion-clinics-out-of-state-surge
212,Opinion,2022-07-25T10:23:33Z,"If you have a miscarriage in Republican America, your health is now at risk | Moira Donegan",https://www.theguardian.com/commentisfree/2022/jul/25/abortion-republicans-anti-choice-women-health-risk
576,Australia news,2022-07-27T17:30:27Z,"Australian parliament 101: your questions about key words and processes, answered",https://www.theguardian.com/australia-news/2022/jul/28/australian-parliament-101-your-questions-about-key-words-and-processes-answered
594,US news,2022-08-04T20:02:23Z,Hungary’s far-right PM Viktor Orbán speaks at CPAC summit – as it happened,https://www.theguardian.com/us-news/live/2022/aug/04/senate-sinema-climate-inflation-reduction-biden-democrats
549,Music,2022-08-02T14:30:35Z,‘Un-American girl’: how Beyoncé uses the power of pleasure to transcend a country on fire,https://www.theguardian.com/music/2022/aug/02/un-american-girl-how-beyonce-uses-the-power-of-pleasure-to-transcend-a-country-on-fire
463,World news,2022-08-06T19:00:22Z,Can Jacinda Ardern turn popularity abroad into domestic success before it’s too late? | Henry Cooke,https://www.theguardian.com/world/2022/aug/07/can-jacinda-ardern-turn-her-popularity-abroad-into-domestic-success-before-its-too-late
231,US news,2022-09-07T12:04:37Z,"Massachusetts set to elect first female, gay governor over Trumpist opponent",https://www.theguardian.com/us-news/2022/sep/07/maura-healey-woman-gay-massachusetts-governor-geoff-diehl-donald-trump
405,Society,2022-07-19T23:01:03Z,Are there enough concrete commitments in the women’s health strategy to truly ‘reset the dial’?,https://www.theguardian.com/society/2022/jul/20/are-there-enough-concrete-commitments-in-the-womens-health-strategy-to-truly-reset-the-dial
217,Opinion,2022-08-24T14:53:29Z,Republicans thought they had midterms in the bag. Voters just rejected them again | Lloyd Green,https://www.theguardian.com/commentisfree/2022/aug/24/republicans-thought-they-had-midterms-in-the-bag-voters-just-rejected-them-again
56,World news,2022-06-24T18:01:28Z,Abortion deserts: America’s new geography of access to care – mapped,https://www.theguardian.com/world/2022/jun/24/abortion-laws-by-state-map-clinics
317,US news,2022-07-13T20:03:03Z,Biden in Israel as poll shows support for re-election bid at new low – as it happened,https://www.theguardian.com/us-news/live/2022/jul/13/biden-israel-middle-east-inflation-us-politics-live
183,Australia news,2022-07-31T17:30:02Z,Victorian public hospitals could not prevent doctors from providing abortions under new bill,https://www.theguardian.com/australia-news/2022/aug/01/victorian-public-hospitals-could-not-prevent-doctors-from-providing-abortions-under-new-bill
570,US news,2022-08-14T06:00:04Z,How a wild week in Washington changed the game for Biden and Trump,https://www.theguardian.com/us-news/2022/aug/14/joe-biden-donald-trump-us-politics
511,US news,2022-09-19T09:55:55Z,UK bids grandest of farewells to the Queen | First Thing,https://www.theguardian.com/us-news/2022/sep/19/first-thing-uk-bids-grandest-of-farewells-to-the-queen
340,Australia news,2022-06-25T07:35:51Z,Victoria names new ministers; Penny Wong to travel to south-east Asia – as it happened,https://www.theguardian.com/australia-news/live/2022/jun/25/australia-news-live-updates-us-reacts-to-supreme-court-abortion-ruling-crossbench-anger-as-albanese-cuts-staffing-numbers
181,Opinion,2022-06-27T10:13:09Z,Black women could see a 33% increase in pregnancy-related deaths post-Roe. Why? | Tayo Bero,https://www.theguardian.com/commentisfree/2022/jun/27/abortion-black-women-roe-wade
97,Australia news,2022-06-27T01:23:34Z,‘Devastating’: Australian politicians respond to US supreme court’s decision on abortion rights,https://www.theguardian.com/australia-news/2022/jun/27/devastating-australian-politicians-respond-to-us-supreme-courts-decision-on-abortion-rights
114,Opinion,2022-07-10T09:45:31Z,Biden’s executive order on abortion is better than nothing. But not much better | Moira Donegan,https://www.theguardian.com/commentisfree/2022/jul/10/biden-executive-order-abortion-white-house
397,US news,2022-08-11T20:25:21Z,DoJ moves for Trump Mar-a-Lago search warrant to be unsealed – as it happened,https://www.theguardian.com/us-news/live/2022/aug/11/trump-fbi-subpoenas-republicans-gas-prices-biden-latest
278,Opinion,2022-08-06T13:00:15Z,In-person teaching has resumed in the US – but electronic snooping hasn’t stopped | Arwa Mahdawi,https://www.theguardian.com/commentisfree/2022/aug/06/school-surveillance-software-students-week-in-patriarchy
432,Global development,2022-07-26T11:45:14Z,Françafrique is back: Macron’s visit to Cameroon signals Colonisation 2.0,https://www.theguardian.com/global-development/2022/jul/26/francafrique-is-back-macrons-visit-to-cameroon-signals-colonisation-20
118,Australia news,2022-07-15T20:00:49Z,‘It was very traumatic for her’: how conscientious objection hinders women’s access to abortion,https://www.theguardian.com/australia-news/2022/jul/16/it-was-very-traumatic-for-her-how-conscientious-objection-hinders-womens-access-to-abortion
20,World news,2022-07-15T17:34:52Z,Abortion has always been safer than pregnancy and childbirth | Letters,https://www.theguardian.com/world/2022/jul/15/abortion-has-always-been-safer-than-pregnancy-and-childbirth
170,Global development,2022-07-05T05:30:15Z,"‘It was my right, but they refused’: Turkish women denied access to free, safe abortions",https://www.theguardian.com/global-development/2022/jul/05/legal-yet-virtually-banned-turkish-women-denied-right-to-free-safe-abortions
401,US news,2022-07-24T15:22:29Z,Pete Buttigieg urges Republicans to back same-sex marriage bill ,https://www.theguardian.com/us-news/2022/jul/24/pete-buttigieg-same-sex-bill-republicans-senate
389,Money,2022-07-21T09:00:44Z,‘It feels like a sinking ship’: inside Britain’s struggling nurseries,https://www.theguardian.com/money/2022/jul/21/it-feels-like-a-sinking-ship-inside-britains-struggling-nurseries
552,US news,2022-07-17T06:00:29Z,"The other Joe: how Manchin destroys Biden’s plans, angering Democrats",https://www.theguardian.com/us-news/2022/jul/16/joe-manchin-biden-climate-senate
54,World news,2022-06-25T10:00:11Z,How to support abortion access in a post-Roe America,https://www.theguardian.com/world/2022/jun/25/how-to-support-abortion-access-rights-us-roe-wade-funds
176,US news,2022-09-05T06:00:10Z,Could unexpected Democratic gains foil a midterm Republican victory?,https://www.theguardian.com/us-news/2022/sep/04/midterm-democrats-victory-republicans-trump
327,Opinion,2022-08-10T13:38:55Z,"Trump and Republicans’ terrible, no good, very bad week is about to get worse | Lloyd Green",https://www.theguardian.com/commentisfree/2022/aug/10/trump-republican-party-bad-week-fbi-raid
194,US news,2022-06-28T09:00:11Z,Fears of violence against pro-choice protests intensify amid wave of attacks,https://www.theguardian.com/us-news/2022/jun/28/peaceful-pro-choice-protests-violence-attacks-police
198,Australia news,2022-07-25T09:00:12Z,‘Voters don’t want a culture war’: Victorian Liberals raise concerns over preselections,https://www.theguardian.com/australia-news/2022/jul/25/victoria-health-minister-accuses-liberals-of-selecting-anti-abortion-bernie-finn-clone
470,US news,2022-08-12T21:44:52Z,US House passes Democrats’ landmark healthcare and climate bill,https://www.theguardian.com/us-news/2022/aug/12/us-house-passes-climate-bill-inflation-reduction-act
494,Stage,2022-08-20T13:00:40Z,Edinburgh fringe 2022 week two roundup: from a sheep shearer in peril to pure Hollywood escapism,https://www.theguardian.com/stage/2022/aug/20/edinburgh-fringe-2022-week-two-roundup-this-is-not-a-show-about-hong-kong-a-sudden-violent-burst-of-rain-blanket-ban-you-re-safe-til-2024-i-don-t-feel-anything-rosie-holt-voloz-collective-sophie-duker-hag-tim-crouch
352,Television & radio,2022-06-27T15:39:07Z,John Oliver on end of Roe v Wade: ‘We’re in uncharted territory’,https://www.theguardian.com/tv-and-radio/2022/jun/27/john-oliver-roe-v-wade-drought
182,US news,2022-07-25T07:00:32Z,The dystopian American reality one month after the Roe v Wade reversal,https://www.theguardian.com/us-news/2022/jul/25/us-abortion-bans-states-after-roe-v-wade
266,US news,2022-06-26T17:35:21Z,‘They set a torch to it’: Warren says court lost legitimacy with Roe reversal,https://www.theguardian.com/us-news/2022/jun/26/elizabeth-warren-democrats-question-supreme-court-legitimacy
354,US news,2022-08-26T12:55:19Z,‘Democrats have their mojo’: has the tide shifted for Biden and his party?,https://www.theguardian.com/us-news/2022/aug/26/democrats-have-their-mojo-has-the-tide-shifted-for-biden-and-his-party
103,US news,2022-07-13T00:23:32Z,‘Have you recently had an abortion?’ Australian transiting through US questioned then deported,https://www.theguardian.com/australia-news/2022/jul/13/have-you-recently-had-an-abortion-australian-transiting-through-us-questioned-then-deported
220,US news,2022-09-23T17:40:28Z,Republicans unveil 90s-throwback midterm election agenda,https://www.theguardian.com/us-news/2022/sep/23/republicans-midterm-elections-agenda-kevin-mccarthy
130,World news,2022-06-25T05:00:07Z,‘We will fight like hell’: US western states band together to protect abortion rights,https://www.theguardian.com/world/2022/jun/24/us-states-abortion-rights-california-oregon-washington
353,US news,2022-08-26T15:27:15Z,Revealed: leaked video shows Amy Coney Barrett’s secretive faith group drove women to tears,https://www.theguardian.com/us-news/2022/aug/26/amy-coney-barrett-faith-group-people-of-praise
371,Fashion,2022-09-14T16:14:26Z,‘Surprisingly sustainable’: fashion meets eco meets politics at New York fashion week,https://www.theguardian.com/fashion/2022/sep/14/new-york-fashion-week-sustainable-eco-politics
338,US news,2022-07-29T07:00:50Z,Pro-Israel group pours millions into primary to defeat Jewish candidate,https://www.theguardian.com/us-news/2022/jul/29/pro-israel-lobby-aipac-andy-levin-democratic-races
505,US news,2022-09-02T11:44:19Z,Biden warns US democracy imperiled by Trump extremists | First Thing,https://www.theguardian.com/us-news/2022/sep/02/first-thing-biden-warns-us-democracy-imperiled-by-trump-extremists
489,Television & radio,2022-07-12T09:26:07Z,"Bombs, blackmail and wire-taps: how I spent my childhood on the run from the FBI",https://www.theguardian.com/tv-and-radio/2022/jul/12/bombs-blackmail-and-wire-taps-how-i-spent-my-childhood-on-the-run-from-the-fbi
60,World news,2022-09-24T07:00:10Z,"What’s the difference between miscarriage and abortion? For some women, it’s hard to tell",https://www.theguardian.com/world/2022/sep/24/abortion-miscarriage-healthcare-pregnancy
94,Opinion,2022-09-10T17:00:08Z,Champagne and cigars are just fine. It’s Thérèse Coffey’s views on abortion that worry me | Catherine Bennett,https://www.theguardian.com/commentisfree/2022/sep/10/liz-truss-gifted-bff-tiz-chance-harm-womens-rights-to-abortion
193,Opinion,2022-09-06T10:15:16Z,"The Democrats are gaining because Americans want jobs, not Capitol mobs | Lloyd Green",https://www.theguardian.com/commentisfree/2022/sep/06/the-democrats-are-gaining-because-americans-want-jobs-not-capitol-mobs
140,World news,2022-07-12T05:00:20Z,"‘Thank the lord, I have been relieved’: the truth about the history of abortion in America",https://www.theguardian.com/world/2022/jul/12/thank-the-lord-i-have-been-relieved-when-abortion-was-safer-than-childbirth
416,US news,2022-09-16T20:01:50Z,January 6 panel could release report on Trump and Capitol attack before midterms – as it happened,https://www.theguardian.com/us-news/live/2022/sep/16/trump-special-master-documents-biden-south-africa-latest
148,US news,2022-09-23T20:01:24Z,US intelligence resumes national security review of Mar-a-Lago documents – as it happened,https://www.theguardian.com/us-news/live/2022/sep/23/trump-biden-midterms-republicans-democrats-us-politics-live-updates
476,Opinion,2022-08-18T10:00:44Z,Liz Cheney was purged by the cult of Trumpism. Who is next? | Richard Wolffe,https://www.theguardian.com/commentisfree/2022/aug/18/liz-cheneys-defeat-nature-of-trumpism
202,US news,2022-08-06T18:46:01Z,US jury finds in favor of pharmacist who denied woman morning-after pill,https://www.theguardian.com/us-news/2022/aug/06/morning-after-pill-contraception-judge-minnesota
152,World news,2022-07-04T05:12:14Z,"Monday briefing: Abortion is safe, supported, and available in the UK. Why is the law so complicated?",https://www.theguardian.com/world/2022/jul/04/first-edition-abortion-rights-uk
377,US news,2022-09-22T07:00:51Z,"Democrats will struggle to keep control of Congress in midterms, expert says",https://www.theguardian.com/us-news/2022/sep/22/democrats-congress-midterms-biden-ray-fair
391,Opinion,2022-07-15T10:24:36Z,Democrats are facing asymmetrical warfare. It’s time to wake up and fight back | Ben Davis,https://www.theguardian.com/commentisfree/2022/jul/15/democrats-are-facing-asymmetrical-warfare-its-time-to-wake-up-and-fight-back
