,section,time,title,url
337,US news,2022-08-11T17:16:34Z,Democrats’ midterm prospects perk up as Biden finally hits his stride,https://www.theguardian.com/us-news/2022/aug/11/democrats-midterms-win-projections-biden-republicans
380,Law,2022-07-27T13:14:26Z,Democrats introduce bill requiring term limits for US supreme court justices,https://www.theguardian.com/law/2022/jul/27/supreme-court-justices-term-limits-democrats-bill
535,Australia news,2022-06-28T21:03:47Z,"Morning mail: Turnbull tells French Albanese ‘is not Scott Morrison’, long passport wait times, Ghislaine Maxwell sentence",https://www.theguardian.com/australia-news/2022/jun/29/morning-mail-turnbull-tells-french-albanese-is-not-scott-morrison-long-passport-wait-times-ghislaine-maxwell-sentence
10,US news,2022-08-03T02:49:09Z,Kansas votes to protect abortion rights in state constitution,https://www.theguardian.com/us-news/2022/aug/03/kansas-abortion-vote-state-constitution
269,US news,2022-09-01T14:25:35Z,Wind in Democrats’ sails as Sarah Palin humbled in Alaska special election,https://www.theguardian.com/us-news/2022/sep/01/democrats-sarah-palin-mary-peltola-alaska-special-election
96,Global development,2022-07-06T11:57:59Z,Sierra Leone backs bill to legalise abortion and end colonial-era law,https://www.theguardian.com/global-development/2022/jul/06/sierra-leone-backs-bill-to-legalise-abortion-and-end-colonial-era-law
210,US news,2022-09-01T13:27:43Z,Pregnant Texas mother ticketed again for carpool lane Roe protest,https://www.theguardian.com/us-news/2022/sep/01/pregnant-texas-mother-ticketed-carpool-hov-lane-roe-wade-protest
593,Life and style,2022-08-13T06:00:34Z,‘I felt I was being assessed on my skin colour’: Black women around the world share their birth stories,https://www.theguardian.com/lifeandstyle/2022/aug/13/black-women-around-world-share-birth-stories-pregnancy-racism
557,US news,2022-07-30T06:00:18Z,America First is laying plans to perpetuate Trumpism beyond Trump,https://www.theguardian.com/us-news/2022/jul/30/america-first-trumpism-beyond-trump
332,US news,2022-09-07T18:09:50Z,Texas judge rules employers not required to cover HIV prevention drugs,https://www.theguardian.com/us-news/2022/sep/07/texas-employers-hiv-prevention-prep-drugs-ruling
75,US news,2022-07-27T17:58:24Z,"Teen bullied by Matt Gaetz raises over $200,000 for abortion rights funds ",https://www.theguardian.com/us-news/2022/jul/27/matt-gaetz-texas-teen-abortion-rights-funds
77,World news,2022-07-03T09:00:11Z,‘People want me dead’: abortion providers fear violence after Roe overturned,https://www.theguardian.com/world/2022/jul/03/abortion-providers-violence-danger-roe-wade
263,US news,2022-07-04T10:04:00Z,Fox and friends face billion-dollar US lawsuits | First Thing,https://www.theguardian.com/us-news/2022/jul/04/first-thing-fox-and-friends-face-billion-dollar-us-lawsuits
149,World news,2022-06-24T15:51:10Z,‘I was worried I had been permanently mutilated’: what abortion was like before Roe v Wade,https://www.theguardian.com/world/2022/jun/24/abortion-before-roe-v-wade-illegal-ann-hill
514,US news,2022-08-22T10:07:25Z,First Thing: Cheney turns on pro-Trump Republicans after defeat,https://www.theguardian.com/us-news/2022/aug/22/first-thing-cheney-turns-on-pro-trump-republicans-after-defeat
561,US news,2022-08-29T20:03:56Z,Critics denounce Lindsey Graham for warning of ‘riots in the street’ if Trump indicted – as it happened,https://www.theguardian.com/us-news/live/2022/aug/29/trump-fbi-documents-special-master-biden-us-politics-latest-updates
469,US news,2022-09-02T11:26:14Z,Biden warns US democracy imperiled by Trump and Maga extremists,https://www.theguardian.com/us-news/2022/sep/01/biden-speech-philadelphia-extremist-republicans-threaten-democracy
461,Opinion,2022-09-12T10:16:03Z,Alabama is jailing pregnant marijuana users to ‘protect’ fetuses | Moira Donegan,https://www.theguardian.com/commentisfree/2022/sep/12/alabama-jailing-pregnant-marijuana-users-protect-fetuses
253,US news,2022-09-09T10:02:36Z,Queen Elizabeth II’s death marks end of an era | First Thing,https://www.theguardian.com/us-news/2022/sep/09/first-thing-queen-elizabeth-iis-death-marks-end-of-an-era
369,Opinion,2022-07-03T12:16:14Z,The US norms the supreme court targeted this term all came from the same era | Bill McKibben and Akaya Windwood,https://www.theguardian.com/commentisfree/2022/jul/03/us-supreme-court-term-roe-v-wade
321,Technology,2022-08-22T18:04:26Z,Priti Patel urges Meta to rethink end-to-end encryption plans,https://www.theguardian.com/technology/2022/aug/22/priti-patel-urges-meta-to-give-up-on-end-to-end-encryption-plans
151,US news,2022-08-24T13:13:12Z,Texas judge blocks Biden order requiring hospitals to provide emergency abortions,https://www.theguardian.com/us-news/2022/aug/24/texas-judge-blocks-emergency-abortion-biden
302,US news,2022-08-19T20:00:48Z,"Americans should focus on Biden’s accomplishments, says chief of staff – as it happened",https://www.theguardian.com/us-news/live/2022/aug/19/biden-midterms-inflation-violence-trump-pence-latest-updates
190,Opinion,2022-06-26T16:40:34Z,The Guardian view on overturning Roe v Wade: anti-abortionists reign supreme | Editorial,https://www.theguardian.com/commentisfree/2022/jun/26/the-guardian-view-on-overturning-roe-v-wade-anti-abortionists-reign-supreme
348,US news,2022-07-07T20:02:30Z,US gunmakers summoned to Congress to justify soaring profits from gun violence – as it happened,https://www.theguardian.com/us-news/live/2022/jul/07/biden-democrats-climate-crisis-manchin-presidential-medal-freedom-latest
243,Society,2022-08-01T17:55:58Z,Archie Battersbee: how third parties can further complicate tragic life support cases,https://www.theguardian.com/society/2022/aug/01/archie-battersbee-another-tragedy-highlights-need-for-independent-mediation-in-cases-of-children
87,US news,2022-07-16T18:56:21Z,Joe Biden scraps plan to nominate anti-abortion lawyer to Kentucky judgeship,https://www.theguardian.com/us-news/2022/jul/16/joe-biden-chad-meredith-kentucky-judge
543,Opinion,2022-07-12T10:18:38Z,Democrats are certain to lose seats in the midterms. But how many – and why? | Musa al-Gharbi,https://www.theguardian.com/commentisfree/2022/jul/12/democrats-midterms-2024-republicans-joe-biden
418,Law,2022-07-02T06:00:38Z,Alarm as US supreme court takes a hatchet to church-state separation,https://www.theguardian.com/law/2022/jul/02/us-supreme-court-religion-church-state-separation
288,Opinion,2022-08-03T14:51:13Z,Tuesday’s primaries offered a glint of hope for Democrats this fall | Lloyd Green,https://www.theguardian.com/commentisfree/2022/aug/03/tuesdays-primaries-offered-a-glint-of-hope-for-democrats-this-fall
166,US news,2022-06-25T15:35:47Z,Patients in Texas clinics were waiting to get their abortions. Then Roe fell,https://www.theguardian.com/us-news/2022/jun/25/patients-abortion-texas-clinics-roe-v-wade
560,US news,2022-08-07T14:32:00Z,Democratic ads boosted extremists in Republican primaries. Was that wise?,https://www.theguardian.com/us-news/2022/aug/07/democrats-boosted-extremists-republican-primaries-was-that-wise
155,World news,2022-07-15T20:00:48Z,"‘No one makes these kinds of decisions lightly’: the fear, grief and relief in accessing abortion in Australia",https://www.theguardian.com/world/2022/jul/16/no-one-makes-these-kinds-of-decisions-lightly-the-fear-grief-and-relief-in-accessing-abortion-in-australia
356,Music,2022-07-04T10:01:34Z,Olivia Rodrigo review – pop punk icon fizzes with energy,https://www.theguardian.com/music/2022/jul/04/olivia-rodrigo-review-o2-academy-glasgow
381,Life and style,2022-07-23T20:00:48Z,"When a doctor announced my possible pregnancy, for the first time I didn’t feel frozen by dread",https://www.theguardian.com/lifeandstyle/2022/jul/24/when-a-doctor-announced-my-possible-pregnancy-for-the-first-time-i-didnt-feel-frozen-by-dread
279,US news,2022-09-12T20:00:45Z,Trump lawyers reject US government’s arguments against special master – as it happened,https://www.theguardian.com/us-news/live/2022/sep/12/trump-mar-a-lago-special-master-fbi-biden-latest
126,World news,2022-06-29T15:00:42Z,"Leak of Dobbs opinion brought deluge of online searches for abortion pills, study finds",https://www.theguardian.com/world/2022/jun/29/abortion-pills-online-search-results-dobbs
22,US news,2022-08-03T19:51:29Z,Kansas abortion referendum drives record number of voters to polls,https://www.theguardian.com/us-news/2022/aug/03/kansas-voter-turn-out-abortion-rights-election
282,US news,2022-08-27T09:00:24Z,As Republicans stumble – could Democrats really hold on to the Senate?,https://www.theguardian.com/us-news/2022/aug/27/democrats-senate-midterms-republicans
471,Life and style,2022-07-10T05:00:25Z,I fear my parents will disapprove of my new partner,https://www.theguardian.com/lifeandstyle/2022/jul/10/i-fear-my-parents-will-disapprove-of-my-new-partner
367,Opinion,2022-07-01T10:11:46Z,"What happened to us, the children of the 1960s? We have it all: we need to give some back | Polly Toynbee",https://www.theguardian.com/commentisfree/2022/jul/01/children-60s-uk-politics-postwar
25,US news,2022-07-08T17:17:40Z,Joe Biden signs executive order protecting access to abortion,https://www.theguardian.com/us-news/2022/jul/08/joe-biden-to-sign-order-offering-protection-women-denied-right-to-abortion
196,Opinion,2022-06-24T10:15:42Z,The US supreme court voted in favour of … people getting shot | Hamilton Nolan,https://www.theguardian.com/commentisfree/2022/jun/24/the-us-supreme-court-voted-in-favour-of-people-getting-shot
64,World news,2022-06-24T18:03:34Z,"US supreme court overturns abortion rights, upending Roe v Wade",https://www.theguardian.com/world/2022/jun/24/roe-v-wade-overturned-abortion-summary-supreme-court
15,Global development,2022-07-22T12:02:18Z,UK under international pressure over deletion of abortion commitments,https://www.theguardian.com/global-development/2022/jul/22/european-countries-pressurise-uk-over-removal-of-abortion-commitments-liz-truss
466,Film,2022-07-16T07:00:02Z,Streaming: the best lost-in-the-wilderness films,https://www.theguardian.com/film/2022/jul/16/streaming-the-best-lost-in-the-wilderness-films-the-lost-city
297,US news,2022-07-20T00:52:58Z,US House passes bill to protect right to same-sex and interracial marriage,https://www.theguardian.com/us-news/2022/jul/19/us-house-bill-protect-same-sex-interracial-marriage
336,US news,2022-09-08T06:00:10Z,"‘No rings, no guests’: supreme court fears spur LGBTQ ‘shotgun’ weddings",https://www.theguardian.com/us-news/2022/sep/08/lgbtq-couples-shotgun-weddings-supreme-court-fear
26,US news,2022-08-03T19:50:48Z,Biden signs second executive order to protect US abortion access,https://www.theguardian.com/us-news/2022/aug/03/biden-executive-order-protect-abortion-access
43,Television & radio,2022-08-22T22:05:44Z,Disability & Abortion: The Hardest Choice review – this intelligent documentary deserved two episodes,https://www.theguardian.com/tv-and-radio/2022/aug/22/disability-abortion-the-hardest-choice-review-this-intelligent-documentary-deserved-two-episodes
497,Opinion,2022-07-17T06:00:30Z,Give me a pale male PM with great policies over a ‘diverse’ one reinforcing inequality | Kenan Malik,https://www.theguardian.com/commentisfree/2022/jul/17/give-me-a-pale-male-prime-minister-with-great-policies-over-diverse-one-reinforcing-inequality
515,US news,2022-07-18T06:00:04Z, Too old to run again? Biden faces questions about his age as crises mount,https://www.theguardian.com/us-news/2022/jul/18/joe-biden-age-approval-rating-2024-election
571,US news,2022-08-31T20:09:45Z,"Trump ‘knowingly put national security at risk’ by stashing classified documents, Schiff says – as it happened",https://www.theguardian.com/us-news/live/2022/aug/31/trump-documents-move-hide-fbi-biden-politics-latest-updates
454,Opinion,2022-07-13T10:26:20Z,Joe Biden is deeply unpopular. But can Democrats find an alternative for 2024? | Ross Barkan,https://www.theguardian.com/commentisfree/2022/jul/13/democrats-2024-biden-alternative
387,Life and style,2022-09-07T05:00:39Z,"Having children may make you more conservative, study finds",https://www.theguardian.com/lifeandstyle/2022/sep/07/having-children-may-make-you-more-conservative-study-finds
71,US news,2022-07-29T07:30:50Z,Democratic cities in Texas push to blunt impact of state’s abortion ban,https://www.theguardian.com/us-news/2022/jul/29/democratic-cities-texas-abortion-ban-roe-v-wade
542,Stage,2022-09-09T13:00:34Z,‘There is nothing wrong with offending people’: Roddy Doyle on getting the band back together,https://www.theguardian.com/stage/2022/sep/09/roddy-doyle-commitments-musical-interview
456,US news,2022-07-29T20:03:20Z,DoJ reportedly preparing court fight to get Trump insiders to testify – as it happened,https://www.theguardian.com/us-news/live/2022/jul/29/trump-jan-6-manchin-biden-covid-boosters-us-politics-latest
431,Film,2022-07-25T05:00:26Z, ‘I’m just not afraid’: Lynda Carter on her online activism and Wonder Woman,https://www.theguardian.com/film/2022/jul/25/lynda-carter-interview-twitter-wonder-woman
264,US news,2022-07-29T08:15:21Z,"Potential rival or running mate? Kristi Noem, the governor denying Trump a face on Mount Rushmore",https://www.theguardian.com/us-news/2022/jul/29/potential-rival-or-running-mate-kristi-noem-the-governor-denying-trump-a-face-on-mount-rushmore
209,Media,2022-06-25T16:44:26Z,BBC’s Amol Rajan criticised for using phrase ‘pro-life’ in Roe v Wade interview,https://www.theguardian.com/media/2022/jun/25/bbc-amol-rajan-phrase-pro-life-roe-v-wade-interview
316,World news,2022-06-28T10:00:26Z,Why US women are deleting their period tracking apps ,https://www.theguardian.com/world/2022/jun/28/why-us-woman-are-deleting-their-period-tracking-apps
513,Australia news,2022-07-22T20:00:19Z,"‘No support’: Pacific Island labour-hire workers fear $6,000 cost of giving birth in Australia",https://www.theguardian.com/australia-news/2022/jul/23/no-support-pacific-island-labour-hire-workers-fear-6000-cost-of-giving-birth-in-australia
313,US news,2022-09-23T09:35:51Z,Iran’s president says Mahsa Amini death must be investigated | First Thing,https://www.theguardian.com/us-news/2022/sep/23/first-thing-iran-president-says-mahsa-amini-death-must-be-investigated
534,US news,2022-06-29T10:11:10Z,January 6 testimony puts Donald Trump in even greater peril | First Thing,https://www.theguardian.com/us-news/2022/jun/29/first-thing-january-6-testimony-puts-donald-trump-in-even-greater-peril
319,US news,2022-07-14T06:00:02Z,"Biden, on Middle East tour, is battered by inflation and low approval ratings at home",https://www.theguardian.com/us-news/2022/jul/13/joe-biden-middle-east-tour-inflation-approval-ratings
7,Global development,2022-09-13T17:27:39Z,Hungary tightens abortion access with listen to ‘foetal heartbeat’ rule,https://www.theguardian.com/global-development/2022/sep/13/hungary-tightens-abortion-access-with-listen-to-foetal-heartbeat-rule
393,Australia news,2022-07-14T21:08:32Z,"Morning mail: climate pressure on Labor, Biden in Israel, winter Covid wave",https://www.theguardian.com/australia-news/2022/jul/15/morning-mail-climate-pressure-on-labor-biden-in-israel-winter-covid-wave
141,Australia news,2022-06-30T23:33:09Z,South Australian Liberal leader and state MPs to ‘mentor’ young people at anti-abortion event,https://www.theguardian.com/australia-news/2022/jul/01/south-australian-liberal-leader-and-state-mps-to-mentor-young-people-at-anti-abortion-event
86,US news,2022-06-25T05:00:06Z,Companies scramble to protect abortion access for employees after court ruling,https://www.theguardian.com/us-news/2022/jun/25/companies-abortion-access-employees-disney-levi-strauss-microsoft-jp-morgan
478,Opinion,2022-07-10T10:00:32Z,"It’s not only Britain. West needs honest, trustworthy leaders to deter autocrats | Simon Tisdall",https://www.theguardian.com/commentisfree/2022/jul/10/britain-west-needs-honest-trustworthy-leaders-to-deter-autocrats-boris-johnson
503,US news,2022-08-07T07:00:37Z,Forward! Is America’s latest third party marching to power – or oblivion?,https://www.theguardian.com/us-news/2022/aug/07/forward-third-party-andrew-yang
215,US news,2022-06-25T02:19:34Z,Protests sweep across nation as supreme court overturns Roe v Wade – as it happened,https://www.theguardian.com/us-news/live/2022/jun/24/roe-v-wade-abortion-supreme-court-decision-latest-updates
580,World news,2022-06-29T05:47:27Z,Wednesday briefing: Defence secretary Ben Wallace goes on the warpath over military spending,https://www.theguardian.com/world/2022/jun/29/first-edition-defence-spending-uk
562,Politics,2022-08-28T09:20:54Z,Friend or foe: what world leaders think of Liz Truss,https://www.theguardian.com/politics/2022/aug/28/friend-or-foe-what-world-leaders-think-of-liz-truss
398,US news,2022-06-29T11:55:45Z,Republican Lauren Boebert wins in Colorado after denouncing separation of church and state,https://www.theguardian.com/us-news/2022/jun/29/republican-lauren-boebert-wins-colorado-primary-church-state
490,World news,2022-07-28T05:28:57Z,Thursday briefing: What the end of the McDonald’s 99p cheeseburger tells us about the economy,https://www.theguardian.com/world/2022/jul/28/first-edition-mcdonalds-cheeseburger-inflation
252,US news,2022-09-05T12:41:27Z,Ad campaign targets Latino voters as key bloc for Democrats in midterms,https://www.theguardian.com/us-news/2022/sep/05/latino-voters-democrats-midterms-ad-campaign
468,Music,2022-07-30T13:00:26Z,Phoebe Bridgers review – a truth-telling phenomenon,https://www.theguardian.com/music/2022/jul/30/phoebe-bridgers-o2-academy-brixton-london-live-review
357,Television & radio,2022-08-18T05:20:37Z,TV tonight: a wild night in Grimsby’s new state-of-the-art prison,https://www.theguardian.com/tv-and-radio/2022/aug/18/tv-tonight-a-wild-night-in-grimsbys-new-state-of-the-art-prison
254,Opinion,2022-09-11T09:00:27Z,Pity poor Britons playing Liz Truss’s lottery | Stewart Lee,https://www.theguardian.com/commentisfree/2022/sep/11/pity-poor-britons-playing-liz-trusss-lottery
276,Law,2022-08-02T06:00:45Z,Bloodied but unbowed: liberal justices wield dissents as weapon of resistance,https://www.theguardian.com/law/2022/aug/02/us-supreme-court-liberal-justices-dissents-resistance
178,US news,2022-07-01T13:16:38Z,Utah Republican apologises for saying women can control ‘intake of semen’,https://www.theguardian.com/us-news/2022/jul/01/utah-republican-women-control-intake-of-semen-abortion
281,US news,2022-07-26T13:04:41Z,Republican went to son’s same-sex wedding days after voting against equal marriage rights,https://www.theguardian.com/us-news/2022/jul/26/glenn-thompson-republican-son-gay-marriage-vote-bill
390,World news,2022-06-27T14:19:48Z,Centre-left secures key victories in Italy’s local election runoffs,https://www.theguardian.com/world/2022/jun/27/italy-local-election-runoffs-centre-left-verona
508,Media,2022-07-29T02:26:13Z,Neighbours finale a TV ratings jackpot as Ten farewells Ramsay Street in last episode | The weekly beast,https://www.theguardian.com/media/2022/jul/29/neighbours-finale-a-tv-ratings-jackpot-as-ten-farewells-ramsay-street-in-last-episode
583,World news,2022-09-22T05:00:51Z,Divine comedy: the standup double act who turned to the priesthood,https://www.theguardian.com/world/2022/sep/22/divine-comedy-standup-double-act-who-turned-to-priesthood-christianity
129,US news,2022-07-03T17:55:59Z,10-year-old rape victim forced to travel from Ohio to Indiana for abortion,https://www.theguardian.com/us-news/2022/jul/03/ohio-indiana-abortion-rape-victim
144,World news,2022-06-28T05:00:24Z,Having an abortion made me realise Australia must do more to make it accessible and affordable | Georgie Purcell,https://www.theguardian.com/world/commentisfree/2022/jun/28/having-an-abortion-made-me-realise-australia-must-do-more-to-make-it-accessible-and-affordable
72,US news,2022-07-28T15:44:47Z,Sharp rise in US abortion clinic closures after Roe v Wade overturned,https://www.theguardian.com/us-news/2022/jul/28/abortion-clincs-closing-states-roe-v-wade-guttmacher-study
235,Opinion,2022-07-07T10:15:45Z,There’s an antifeminist backlash silencing women – more and more literally | Moira Donegan,https://www.theguardian.com/commentisfree/2022/jul/07/theres-an-antifeminist-backlash-silencing-women-more-and-more-literally
37,Australia news,2022-08-17T03:16:20Z,Victorian Labor government votes against bill to widen access to abortion,https://www.theguardian.com/australia-news/2022/aug/17/victorian-labor-government-votes-against-bill-to-widen-access-to-abortion
